GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RYR3	479.715730128202	-2.90419443626494	0.621435308250073	-4.67336567090625	2.96303527632794e-06	7.89923256259575e-05
KLHL40	365.893005484075	-4.97079926534001	1.08521456757705	-4.58047598498264	4.63918887086833e-06	0.000111806522854387
KLHL41	1689.15171241777	-3.06833332322571	0.705921267239894	-4.3465659211865	1.38285504067951e-05	0.000274966590685391
DCHS2	2.5670701608181	-3.58944255324411	0.932631957858344	-3.84872352164164	0.000118734925503646	0.00154828622060733
MYO3A	4.35104666568575	-3.75803562165473	0.831220697071831	-4.52110448511843	6.15178127035668e-06	0.000139539458773196
CMTM7	33.4651724958996	-2.44404762074669	0.328054303789239	-7.45013125118727	9.32474171853447e-14	2.34137758918643e-11
GPM6A	363.154423336969	4.04042007391767	0.888577074897343	4.54706765238622	5.43985162143501e-06	0.00012630984506803
SPON1	85.9835946269274	-2.66515816439293	0.390732436257727	-6.82092889425487	9.04537080124608e-12	1.30217158054738e-09
ATP6V0A4	67.536736677979	3.04304495865962	0.776150689667469	3.92068833948131	8.8296396422793e-05	0.00122852602084652
SHPK	59.2926535591996	2.24133343107186	0.398814129091332	5.61999504926912	1.90962931004686e-08	1.18661728259863e-06
MYOD1	381.648079750506	-3.69454393061016	0.883343750192041	-4.18245324066306	2.88380341331585e-05	0.000505461452168364
HOXC10	15.1153856011261	-6.10238816176076	0.788808140192444	-7.73621347298973	1.02421434993629e-14	3.35104313220066e-12
MURC	570.803005111512	-4.3279735302371	0.77640076249354	-5.57440659426595	2.48375024703676e-08	1.47346436358549e-06
CCDC88C	254.293784696008	-2.74652129996888	0.299926947702552	-9.15730087278687	5.3211552741603e-20	5.74525134951088e-17
DNAH9	2.35595359545359	3.86103274365267	1.02778303227681	3.75666130146114	0.000172195298127529	0.00206806744592095
TDO2	435.804365506694	2.98301611725189	0.905979871009353	3.29258542348023	0.000992707358825766	0.00822583373234213
LOC103899845	8.83797978358082	2.02557547173984	0.510736243121746	3.96599125090285	7.30915434970564e-05	0.00105786782190043
LOC103899883	173.366944491341	3.15559491140115	0.780337023105944	4.04388721534839	5.25722164233962e-05	0.000807428478980667
LOC103896836	4.37654959611053	3.96104227987217	0.781477463516303	5.06865836162342	4.00629579698289e-07	1.50263690821054e-05
